school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,failures,guardian,traveltime,studytime,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G2,G1,G3,G3_Prediction
GP,M,15.0,U,GT3,T,2.0,2.0,services,services,home,0.0,father,1.0,4.0,no,yes,yes,yes,yes,yes,yes,no,5.0,5.0,4.0,1.0,2.0,5.0,6.0,14.0,16.0,15.0,14.6796875
GP,F,16.0,U,LE3,T,2.0,4.0,other,health,course,0.0,father,2.0,2.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,2.0,1.0,2.0,5.0,2.0,13.0,13.0,13.0,12.875
GP,M,16.0,U,GT3,T,4.0,4.0,health,other,course,0.0,mother,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,18.0,11.0,14.0,13.0,12.3984375
GP,F,16.0,U,GT3,T,2.0,2.0,other,other,home,0.0,mother,1.0,2.0,no,no,yes,no,yes,yes,yes,yes,5.0,4.0,4.0,1.0,1.0,5.0,0.0,7.0,8.0,8.0,6.359375
GP,M,15.0,U,GT3,T,3.0,4.0,services,services,home,0.0,father,1.0,1.0,yes,no,no,no,yes,yes,yes,no,5.0,5.0,5.0,3.0,2.0,5.0,0.0,13.0,13.0,12.0,12.3984375
GP,F,15.0,U,LE3,A,3.0,4.0,other,other,home,0.0,mother,1.0,2.0,yes,no,no,yes,yes,yes,yes,yes,5.0,3.0,2.0,1.0,1.0,1.0,0.0,10.0,7.0,11.0,9.625
GP,F,19.0,U,GT3,T,0.0,1.0,at_home,other,course,3.0,other,1.0,2.0,no,yes,no,no,no,no,no,no,3.0,4.0,2.0,1.0,1.0,5.0,2.0,8.0,7.0,9.0,8.90625
GP,M,18.0,R,GT3,T,2.0,2.0,services,other,reputation,2.0,mother,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,3.0,1.0,2.0,4.0,0.0,4.0,7.0,0.0,0.0625
GP,M,16.0,R,GT3,T,4.0,4.0,teacher,teacher,course,0.0,mother,1.0,1.0,no,no,yes,yes,yes,yes,yes,no,3.0,5.0,5.0,2.0,5.0,4.0,8.0,18.0,18.0,18.0,18.109375
GP,F,15.0,R,GT3,T,3.0,4.0,services,teacher,course,2.0,father,2.0,3.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,12.0,0.0,0.1484375
GP,F,15.0,U,GT3,T,1.0,1.0,at_home,other,course,0.0,mother,3.0,1.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,0.0,0.0,8.0,0.0,0.125
GP,F,17.0,U,LE3,T,2.0,2.0,other,other,course,0.0,father,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,3.0,4.0,4.0,1.0,3.0,5.0,12.0,13.0,10.0,12.0,12.53125
GP,F,16.0,U,GT3,A,3.0,4.0,services,other,course,0.0,father,1.0,1.0,no,no,no,no,yes,yes,yes,no,3.0,2.0,1.0,1.0,4.0,5.0,16.0,11.0,12.0,11.0,11.234375
GP,M,15.0,R,GT3,T,3.0,4.0,at_home,teacher,course,0.0,mother,4.0,2.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,9.0,0.0,0.28125
GP,F,15.0,U,GT3,T,4.0,4.0,services,at_home,course,0.0,mother,1.0,3.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,11.0,0.0,0.1953125
GP,M,17.0,R,GT3,T,3.0,4.0,at_home,other,course,0.0,mother,3.0,2.0,no,no,no,no,yes,yes,no,no,5.0,4.0,5.0,2.0,4.0,5.0,0.0,0.0,10.0,0.0,0.3125
GP,F,16.0,U,GT3,A,3.0,3.0,other,other,course,2.0,other,2.0,1.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0
GP,M,16.0,U,LE3,T,1.0,1.0,services,other,course,1.0,mother,1.0,2.0,no,no,no,no,yes,yes,no,yes,4.0,4.0,4.0,1.0,3.0,5.0,0.0,12.0,14.0,12.0,11.9453125
GP,F,15.0,U,GT3,T,4.0,4.0,teacher,teacher,course,0.0,mother,2.0,1.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,0.0,16.0,16.0,15.0,15.3828125
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,services,course,0.0,father,2.0,4.0,yes,yes,no,no,yes,yes,yes,no,2.0,2.0,2.0,1.0,1.0,3.0,0.0,9.0,7.0,0.0,3.1328125
GP,M,16.0,U,LE3,T,2.0,2.0,services,services,reputation,2.0,father,2.0,1.0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,8.0,9.0,9.0,9.0,8.8515625
GP,F,15.0,U,GT3,T,4.0,4.0,teacher,services,course,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,5.0,2.0,11.0,9.0,11.0,10.9609375
GP,F,16.0,U,LE3,T,1.0,1.0,at_home,at_home,course,0.0,mother,1.0,1.0,no,no,no,no,yes,yes,yes,no,3.0,4.0,4.0,3.0,3.0,1.0,2.0,14.0,14.0,13.0,13.40625
GP,M,17.0,U,GT3,T,2.0,1.0,other,other,home,3.0,mother,1.0,1.0,no,yes,no,no,yes,yes,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0
GP,F,15.0,U,GT3,T,1.0,1.0,other,services,course,0.0,father,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,2.0,1.0,2.0,5.0,0.0,11.0,8.0,11.0,10.9765625
GP,F,15.0,U,GT3,T,3.0,2.0,health,services,home,3.0,father,1.0,2.0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,2.0,1.0,1.0,3.0,0.0,7.0,6.0,0.0,1.5078125
GP,F,15.0,U,GT3,T,1.0,2.0,at_home,other,course,0.0,mother,1.0,2.0,no,yes,yes,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,11.0,10.0,11.0,11.0625
GP,M,16.0,U,GT3,T,4.0,4.0,teacher,teacher,course,0.0,mother,1.0,1.0,no,yes,no,no,yes,no,yes,yes,3.0,3.0,2.0,2.0,1.0,5.0,0.0,6.0,7.0,0.0,0.8671875
GP,M,15.0,U,LE3,A,2.0,1.0,services,other,course,3.0,mother,4.0,1.0,no,no,no,no,yes,yes,yes,no,4.0,5.0,5.0,2.0,5.0,5.0,0.0,9.0,8.0,10.0,8.859375
GP,M,18.0,U,LE3,T,1.0,1.0,other,other,course,3.0,mother,1.0,1.0,no,no,no,no,yes,no,yes,yes,2.0,3.0,5.0,2.0,5.0,4.0,0.0,5.0,6.0,0.0,0.0546875
GP,M,16.0,U,LE3,T,2.0,1.0,at_home,other,course,1.0,mother,1.0,1.0,no,no,no,yes,yes,yes,no,yes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,13.0,12.0,14.0,13.328125
GP,F,15.0,R,GT3,T,3.0,3.0,services,services,reputation,2.0,other,2.0,3.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,1.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0,9.96875
GP,M,19.0,U,GT3,T,3.0,2.0,services,at_home,home,3.0,mother,1.0,1.0,no,yes,no,no,yes,no,yes,yes,4.0,5.0,4.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,0.171875
GP,F,17.0,U,GT3,T,4.0,4.0,other,teacher,course,0.0,mother,1.0,1.0,yes,yes,no,no,yes,yes,no,yes,4.0,2.0,1.0,1.0,1.0,4.0,0.0,11.0,11.0,12.0,11.546875
GP,M,15.0,R,GT3,T,2.0,3.0,at_home,services,course,0.0,mother,1.0,2.0,yes,no,yes,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,1.0,2.0,8.0,11.0,8.0,8.0625
GP,M,17.0,R,LE3,T,1.0,2.0,other,other,reputation,0.0,mother,1.0,1.0,no,no,no,no,yes,yes,no,no,2.0,2.0,2.0,3.0,3.0,5.0,8.0,12.0,16.0,13.0,12.7421875
GP,F,18.0,R,GT3,T,1.0,1.0,at_home,other,course,3.0,mother,3.0,1.0,no,yes,no,yes,no,yes,no,no,5.0,2.0,5.0,1.0,5.0,4.0,6.0,8.0,9.0,10.0,9.34375
GP,M,16.0,R,GT3,T,2.0,2.0,at_home,other,course,0.0,mother,3.0,1.0,no,no,no,no,no,yes,no,no,4.0,2.0,2.0,1.0,2.0,3.0,2.0,15.0,17.0,15.0,15.0859375
GP,M,16.0,U,GT3,T,3.0,3.0,other,services,course,1.0,father,1.0,2.0,no,yes,yes,no,yes,yes,yes,yes,4.0,5.0,5.0,4.0,4.0,5.0,4.0,12.0,10.0,12.0,11.75
GP,M,17.0,R,LE3,T,2.0,1.0,at_home,other,course,2.0,mother,2.0,1.0,no,no,no,yes,yes,no,yes,yes,3.0,3.0,2.0,2.0,2.0,5.0,0.0,6.0,7.0,0.0,0.25
GP,M,15.0,R,GT3,T,3.0,2.0,other,other,course,2.0,mother,2.0,2.0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,1.0,4.0,3.0,6.0,9.0,5.0,7.0,7.6796875
GP,M,16.0,U,LE3,T,1.0,2.0,other,other,course,1.0,mother,2.0,1.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,2.0,4.0,5.0,0.0,0.0,7.0,0.0,0.046875
GP,M,17.0,U,GT3,T,1.0,3.0,at_home,services,course,0.0,father,1.0,1.0,no,no,no,no,yes,no,yes,no,5.0,3.0,3.0,1.0,4.0,2.0,2.0,10.0,10.0,10.0,10.1171875
GP,M,17.0,R,LE3,T,1.0,1.0,other,services,course,3.0,mother,4.0,2.0,no,no,no,yes,yes,no,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0.0,8.0,5.0,7.0,6.3828125
GP,M,16.0,U,GT3,T,3.0,2.0,services,services,course,1.0,mother,2.0,1.0,no,yes,no,yes,no,no,no,no,4.0,5.0,2.0,1.0,1.0,2.0,16.0,11.0,12.0,12.0,11.71875
GP,M,16.0,U,GT3,T,2.0,2.0,other,other,course,0.0,father,1.0,2.0,no,no,no,no,yes,no,yes,no,4.0,3.0,5.0,2.0,4.0,4.0,4.0,10.0,10.0,10.0,9.984375
GP,F,16.0,U,GT3,T,4.0,2.0,health,services,home,0.0,father,1.0,2.0,no,no,yes,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,1.0,3.0,0.0,15.0,14.0,16.0,15.7578125
GP,F,16.0,U,GT3,T,2.0,2.0,other,other,home,0.0,mother,1.0,2.0,no,yes,yes,no,no,yes,yes,no,5.0,1.0,5.0,1.0,1.0,4.0,0.0,7.0,6.0,0.0,2.0625
GP,F,16.0,U,GT3,T,4.0,4.0,health,health,reputation,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,3.0,0.0,14.0,14.0,14.0,14.0625
GP,M,16.0,U,GT3,T,3.0,4.0,other,other,course,2.0,father,3.0,1.0,no,yes,no,yes,no,yes,yes,no,3.0,4.0,5.0,2.0,4.0,2.0,0.0,5.0,6.0,0.0,0.109375
GP,M,16.0,U,GT3,T,1.0,0.0,other,other,reputation,0.0,mother,2.0,2.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,3.0,2.0,15.0,13.0,16.0,15.625
GP,M,17.0,U,LE3,T,4.0,4.0,teacher,other,reputation,0.0,mother,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,5.0,0.0,11.0,13.0,10.0,10.5703125
GP,F,16.0,U,GT3,T,1.0,3.0,at_home,services,home,3.0,mother,1.0,2.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,5.0,1.0,1.0,3.0,0.0,7.0,8.0,0.0,2.1640625
GP,F,16.0,U,LE3,T,3.0,3.0,other,other,reputation,0.0,mother,2.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,4.0,4.0,11.0,10.0,9.0,9.75
GP,M,17.0,U,LE3,T,4.0,3.0,teacher,other,course,0.0,mother,2.0,2.0,no,no,yes,yes,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,10.0,9.0,9.2578125
GP,F,16.0,U,GT3,T,2.0,2.0,services,other,reputation,0.0,mother,2.0,2.0,no,no,yes,yes,no,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,2.0,13.0,13.0,11.0,11.59375
GP,M,17.0,U,GT3,T,3.0,3.0,other,other,reputation,0.0,father,1.0,2.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,6.0,6.0,6.078125
GP,M,16.0,R,GT3,T,4.0,2.0,teacher,services,other,0.0,mother,1.0,1.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,10.0,8.0,10.0,9.0,8.7578125
GP,M,17.0,U,GT3,T,4.0,3.0,other,other,course,0.0,mother,1.0,2.0,no,yes,no,yes,yes,yes,yes,yes,5.0,2.0,3.0,1.0,1.0,2.0,4.0,10.0,10.0,11.0,10.5625
GP,M,16.0,U,GT3,T,4.0,3.0,teacher,other,home,0.0,mother,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,10.0,8.0,9.0,8.0,8.265625
GP,M,16.0,U,GT3,T,3.0,3.0,services,other,home,0.0,mother,1.0,2.0,no,no,yes,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,3.0,2.0,13.0,12.0,12.0,12.421875
GP,F,17.0,U,GT3,T,2.0,4.0,services,services,reputation,0.0,father,1.0,2.0,no,yes,no,yes,yes,yes,no,no,5.0,4.0,2.0,2.0,3.0,5.0,0.0,17.0,16.0,17.0,17.328125
GP,F,17.0,U,LE3,T,3.0,3.0,other,other,reputation,0.0,mother,1.0,2.0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,2.0,3.0,1.0,56.0,9.0,9.0,8.0,8.5859375
GP,F,16.0,U,GT3,T,3.0,2.0,other,other,reputation,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,1.0,2.0,2.0,1.0,2.0,1.0,14.0,13.0,12.0,12.0,12.3671875
GP,M,17.0,U,GT3,T,3.0,3.0,services,services,other,0.0,mother,1.0,2.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,2.0,3.0,4.0,12.0,12.0,12.0,11.0,11.203125
GP,M,16.0,U,GT3,T,1.0,2.0,services,services,other,0.0,mother,1.0,1.0,no,yes,yes,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,2.0,12.0,11.0,11.0,11.2109375
GP,M,16.0,U,LE3,T,2.0,1.0,other,other,course,0.0,mother,1.0,2.0,no,no,yes,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,15.0,15.0,15.125
GP,F,17.0,U,GT3,A,3.0,3.0,health,other,reputation,0.0,mother,1.0,2.0,no,yes,no,no,no,yes,yes,yes,3.0,3.0,3.0,1.0,3.0,3.0,6.0,7.0,8.0,9.0,8.4140625
GP,M,17.0,R,GT3,T,1.0,2.0,at_home,other,home,0.0,mother,1.0,2.0,no,no,no,no,yes,yes,no,no,3.0,1.0,3.0,1.0,5.0,3.0,4.0,9.0,8.0,10.0,9.796875
GP,F,16.0,U,GT3,T,2.0,3.0,services,services,course,0.0,mother,1.0,2.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,2.0,10.0,12.0,11.0,13.0,12.5390625
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,services,course,0.0,mother,1.0,2.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,8.0,8.0,9.0,6.8203125
GP,M,17.0,U,GT3,T,1.0,2.0,at_home,services,other,0.0,other,2.0,2.0,no,no,yes,yes,no,yes,yes,no,4.0,4.0,4.0,4.0,5.0,5.0,12.0,8.0,7.0,8.0,8.21875
GP,M,16.0,R,GT3,T,3.0,3.0,services,services,reputation,0.0,mother,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,3.0,4.0,5.0,8.0,9.0,8.0,10.0,9.5546875
GP,M,16.0,U,GT3,T,2.0,3.0,other,other,home,0.0,father,2.0,1.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0,13.0,14.0,13.890625
GP,F,17.0,U,LE3,T,2.0,4.0,services,services,course,0.0,father,1.0,2.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,15.0,14.0,15.0,15.234375
GP,M,17.0,U,GT3,T,4.0,4.0,services,teacher,home,0.0,mother,1.0,1.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,3.0,1.0,2.0,5.0,4.0,15.0,17.0,16.0,15.8515625
GP,M,16.0,R,LE3,T,3.0,3.0,teacher,other,home,0.0,father,3.0,1.0,no,yes,yes,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,8.0,9.0,9.0,10.0,9.6953125
GP,F,17.0,U,GT3,T,4.0,4.0,services,teacher,home,1.0,mother,2.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,24.0,18.0,18.0,18.0,18.0234375
GP,F,16.0,U,LE3,T,4.0,4.0,teacher,teacher,reputation,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,0.0,9.0,9.0,10.0,9.15625
GP,F,16.0,U,GT3,T,4.0,3.0,health,other,home,0.0,mother,1.0,2.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,1.0,5.0,2.0,2.0,16.0,16.0,16.0,16.0546875
GP,F,16.0,U,GT3,T,2.0,3.0,other,other,reputation,0.0,mother,1.0,2.0,yes,yes,yes,yes,yes,yes,no,no,4.0,4.0,3.0,1.0,3.0,4.0,6.0,10.0,8.0,10.0,9.9921875
GP,F,17.0,U,GT3,T,1.0,1.0,other,other,course,0.0,mother,1.0,2.0,no,yes,yes,no,no,yes,no,no,4.0,4.0,4.0,1.0,3.0,1.0,4.0,9.0,9.0,10.0,9.953125
GP,F,17.0,R,GT3,T,2.0,2.0,other,other,reputation,0.0,mother,1.0,1.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,18.0,6.0,7.0,6.0,5.921875
GP,F,16.0,R,GT3,T,2.0,2.0,services,services,reputation,0.0,mother,2.0,4.0,no,yes,yes,yes,no,yes,yes,no,5.0,3.0,5.0,1.0,1.0,5.0,6.0,10.0,10.0,11.0,10.6015625
GP,F,17.0,U,GT3,T,3.0,4.0,at_home,services,home,1.0,mother,1.0,3.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,3.0,3.0,4.0,5.0,28.0,9.0,10.0,9.0,9.0703125
GP,F,16.0,U,GT3,A,3.0,1.0,services,other,course,3.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,5.0,7.0,7.0,7.0,6.765625
GP,F,16.0,U,GT3,T,4.0,3.0,teacher,other,other,0.0,mother,1.0,2.0,no,no,yes,yes,yes,yes,yes,yes,1.0,3.0,2.0,1.0,1.0,1.0,10.0,12.0,11.0,13.0,12.6796875
GP,F,16.0,U,GT3,T,1.0,1.0,at_home,other,home,0.0,mother,2.0,1.0,no,yes,yes,no,yes,yes,no,no,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,9.0,10.0,9.859375
GP,F,17.0,R,GT3,T,4.0,3.0,teacher,other,reputation,0.0,mother,2.0,3.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,4.0,6.0,7.0,7.0,7.0,7.1953125
GP,F,19.0,U,GT3,T,3.0,3.0,other,other,reputation,0.0,other,1.0,4.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,10.0,8.0,8.0,8.0,7.9765625
GP,M,17.0,U,LE3,T,4.0,4.0,services,other,home,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,yes,5.0,3.0,5.0,4.0,5.0,3.0,13.0,12.0,12.0,13.0,12.484375
GP,F,16.0,U,GT3,A,2.0,2.0,other,other,reputation,0.0,mother,1.0,2.0,yes,yes,yes,no,yes,yes,yes,no,3.0,3.0,4.0,1.0,1.0,4.0,0.0,13.0,12.0,14.0,13.8203125
GP,M,18.0,U,GT3,T,2.0,2.0,services,other,home,1.0,mother,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,4.0,2.0,4.0,5.0,15.0,7.0,6.0,8.0,7.5546875
GP,F,17.0,R,LE3,T,4.0,4.0,services,other,other,0.0,mother,1.0,1.0,no,yes,yes,no,yes,yes,no,no,5.0,2.0,1.0,1.0,2.0,3.0,12.0,10.0,8.0,10.0,10.078125
GP,F,17.0,U,LE3,T,3.0,2.0,other,other,reputation,0.0,mother,2.0,2.0,no,no,yes,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2.0,15.0,14.0,15.0,15.0625
GP,F,17.0,U,GT3,T,4.0,3.0,other,other,reputation,2.0,mother,1.0,2.0,no,no,yes,no,yes,yes,yes,yes,3.0,4.0,5.0,2.0,4.0,1.0,22.0,6.0,6.0,4.0,4.703125
GP,M,18.0,U,LE3,T,3.0,3.0,services,health,home,1.0,father,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,13.0,6.0,6.0,8.0,6.9765625
GP,F,17.0,U,GT3,T,2.0,3.0,at_home,other,home,0.0,father,2.0,1.0,no,yes,yes,no,yes,yes,no,no,3.0,3.0,3.0,1.0,4.0,3.0,3.0,7.0,7.0,8.0,7.7734375
GP,F,17.0,U,GT3,T,2.0,2.0,at_home,at_home,course,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,4.0,10.0,9.0,10.0,9.8828125
GP,F,17.0,R,GT3,T,2.0,1.0,at_home,services,reputation,0.0,mother,2.0,2.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,2.0,6.0,6.0,6.0,5.8515625
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,reputation,1.0,mother,1.0,3.0,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,4.0,1.0,1.0,5.0,0.0,5.0,6.0,0.0,0.109375
GP,F,16.0,U,GT3,T,2.0,3.0,services,teacher,other,0.0,mother,1.0,2.0,yes,no,no,no,yes,yes,yes,no,2.0,3.0,1.0,1.0,1.0,3.0,2.0,16.0,16.0,17.0,16.578125
GP,M,18.0,U,GT3,T,2.0,2.0,other,other,home,0.0,mother,2.0,2.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3.0,5.0,5.0,4.0,0.0,13.0,12.0,13.0,12.9140625
GP,F,16.0,U,GT3,T,4.0,4.0,teacher,services,home,0.0,mother,1.0,3.0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,5.0,0.0,13.0,13.0,14.0,13.75
GP,F,18.0,R,GT3,T,3.0,1.0,other,other,reputation,1.0,mother,1.0,2.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,16.0,8.0,9.0,7.0,7.6015625
GP,F,17.0,U,GT3,T,3.0,2.0,other,other,course,0.0,mother,1.0,2.0,no,no,no,yes,no,yes,yes,no,5.0,3.0,4.0,1.0,3.0,3.0,10.0,15.0,16.0,15.0,15.140625
GP,M,17.0,U,LE3,T,2.0,3.0,services,services,reputation,0.0,father,1.0,2.0,no,yes,yes,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,2.0,11.0,12.0,12.0,11.6484375
GP,M,18.0,U,LE3,T,2.0,1.0,at_home,other,course,0.0,mother,4.0,2.0,yes,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,4.0,5.0,3.0,14.0,8.0,10.0,9.0,9.0859375
GP,F,17.0,U,GT3,A,2.0,1.0,other,other,course,0.0,mother,2.0,3.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,10.0,10.0,12.0,12.0,11.40625
GP,F,17.0,U,LE3,T,4.0,3.0,health,other,reputation,0.0,father,1.0,2.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,14.0,13.0,13.0,14.0,13.5546875
GP,M,17.0,R,GT3,T,2.0,2.0,other,other,course,0.0,father,2.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0,10.8828125
GP,M,17.0,U,GT3,T,4.0,4.0,teacher,teacher,reputation,0.0,mother,1.0,2.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,14.0,9.0,11.0,9.0,8.9765625
GP,M,16.0,U,GT3,T,4.0,4.0,health,other,reputation,0.0,father,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,2.0,13.0,14.0,13.0,12.9609375
GP,M,16.0,U,LE3,T,1.0,1.0,other,other,home,0.0,mother,2.0,2.0,no,yes,yes,no,yes,yes,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,18.0,7.0,9.0,6.0,6.4609375
GP,M,16.0,U,GT3,T,3.0,2.0,at_home,other,reputation,0.0,mother,2.0,3.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,10.0,9.0,11.0,10.0,9.765625
GP,M,17.0,U,LE3,T,2.0,2.0,other,other,home,0.0,father,1.0,2.0,no,no,yes,yes,no,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,4.0,13.0,14.0,13.0,12.8671875
GP,F,16.0,U,GT3,T,2.0,1.0,other,other,home,0.0,mother,1.0,1.0,no,no,no,no,yes,yes,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,20.0,12.0,13.0,12.0,11.984375
GP,F,17.0,R,GT3,T,2.0,1.0,at_home,services,course,0.0,mother,3.0,2.0,no,no,no,yes,yes,yes,no,no,2.0,1.0,1.0,1.0,1.0,3.0,2.0,11.0,13.0,11.0,11.109375
GP,M,18.0,U,GT3,T,2.0,2.0,other,services,reputation,1.0,father,1.0,2.0,no,no,no,no,yes,no,yes,no,5.0,5.0,4.0,3.0,5.0,2.0,0.0,7.0,7.0,0.0,1.4921875
GP,M,17.0,U,LE3,T,4.0,3.0,health,other,course,0.0,mother,2.0,2.0,no,no,no,yes,yes,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,14.0,12.0,12.0,12.0,11.875
GP,M,17.0,R,LE3,A,4.0,4.0,teacher,other,course,0.0,mother,2.0,2.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,3.0,4.0,2.0,11.0,10.0,12.0,11.359375
GP,M,16.0,U,LE3,T,4.0,3.0,teacher,other,course,0.0,mother,1.0,1.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,5.0,1.0,1.0,3.0,0.0,0.0,6.0,0.0,0.109375
